pid,feature,category
17-02-20210803-448,"[0.564272,0.1844237,0.899758,-1.4562337,-0.6905661,-0.040416956,0.031065091,-0.31254447,-0.5873927,-0.8845944,-1.0714606,0.4218131,0.92985797,0.95492023,0.18251623,-0.33437145,2.0823932,0.92697704,0.69320923,0.78761303,-1.6422973,0.93187875,0.20894833,-0.1521388,1.3074424,0.038676716,0.6952023,0.20302354,-0.93678194,-1.4367207,-0.15211329,0.524114,1.0358077,1.0559425,0.7351682,-0.31559741,-0.23608986,-1.7441462,2.471653,0.1159039,-0.17017344,-0.29633647,-2.1063743,0.67211354,0.41384163,-0.32644203,-1.2459694,0.006291308,0.7657815,-1.2639394,0.2424567,-0.17707667,-2.2649326,0.5209437,-0.09391945,-0.38433588,0.2719126,-0.9795681,-0.4306335,-2.1005993,-0.29545155,0.19315799,1.3728491,0.4415318,-0.9992119,0.27072883,-0.15102679,-0.101776615,0.28925398,-0.66106385,-1.5536312,-0.1331984,-0.3653052,0.25003552,0.16468659,1.444382,-0.36046937,-0.72695047,0.5707659,0.030737745,0.07929367,1.4899672,7.26E-05,0.3790593,-0.019518413,-0.013882775,0.21072756,0.47838533,0.7120987,1.4892,0.8707846,-0.31095865,-1.6714991,-1.7366519,0.035808936,-0.6872134,1.6413467,-1.1314663,-0.21754198,0.23074561,0.3641951,-0.1924743,-0.50178856,-0.34677154,-0.079734504,-0.5057516,0.00918611,0.7113024,-1.0332979,1.3016939,-0.14327113,-0.6619125,0.56818295,0.39388338,1.746519,1.4758966,-1.3491174,-0.7350364,1.5165948,-0.09755549,0.4146616,-1.0888186,0.553477,0.7335137,0.42487326,0.7667655,-0.637276,0.27110502,-0.497093502]",0
17-02-20210803-449,"[-0.014865372,-0.04280319,-0.050692447,-0.05027453,0.16896838,-0.051924657,0.025301352,-0.022918314,-0.04124269,0.024961138,0.07879372,-0.014613538,0.16883335,0.12733386,0.040494427,0.09501889,0.07314322,-0.092653826,0.028833628,0.04633566,0.050734945,-0.060322754,0.04970053,-0.11786112,-0.00295206,-0.05256833,-0.0610549,-0.092495486,0.04507764,-0.06678473,-0.08046948,0.017826375,-0.021824492,0.09338221,-0.059350055,0.04270128,-0.14091967,-0.026222266,0.09220642,0.018830141,0.059622932,0.040671434,0.011064049,0.021534927,-0.020845287,0.015972212,0.06601803,0.009020438,-0.10175852,0.10107471,0.008437485,-0.073114775,-0.047016636,0.003071762,0.05166064,0.09140449,-0.012994873,0.02092291,-0.004442446,-0.08301919,0.021466872,0.07161252,-0.056586146,-0.011556491,0.07323811,-0.044054106,0.022960804,-0.06713489,0.028863845,0.027642436,0.011273376,-0.169677,0.095306404,0.05294667,0.042178147,-0.10017967,-0.06821144,-0.051534377,-0.009497455,-0.073664725,-0.052144382,0.014324974,-0.09071363,0.008852439,-0.086265445,0.005551314,0.13015303,0.12235736,-0.03953088,-0.13886972,-0.07294936,-0.07773795,-0.024395907,-0.08532181,-0.006362824,-0.010292953,0.059627593,-0.010436296,-0.07803321,0.10342986,0.025928307,0.0639844,-0.048598133,-0.01599307,-0.03863527,0.025629157,-0.024215573,0.14502539,-0.040893488,0.041421093,0.017757295,-0.03640171,-0.08162677,0.032634743,-0.011321127,0.06839866,0.04716088,0.006839952,-0.12365436,-0.001665034,0.014747737,-0.067200966,0.024249926,0.023143401,0.04430368,0.001806986,0.058539234,-0.04481844,-1.5984798]",0
17-02-20210803-450,"[-0.006401653,-0.021750642,0.11022747,-0.099825464,0.06127183,0.011052294,-0.033888627,-0.01578056,-0.18029739,-0.05012608,-0.059971895,0.06726679,0.03260239,0.22251554,0.112671554,0.007919272,0.23324054,-0.003947508,0.14869888,0.11803834,-0.08478424,0.027358556,0.036160104,-0.1308927,0.06963262,0.040603295,0.115211576,-0.008369165,-0.11926704,-0.28039318,-0.07422349,0.07685223,0.089772135,0.21849895,0.047767587,-0.11436317,-0.21984114,-0.23893246,0.35296497,-0.014430842,0.03801277,0.11477432,-0.06915689,-0.026621971,0.058224168,-0.06410978,-0.11728922,0.029412631,-0.08020835,-0.045926824,0.08748709,-0.087870106,-0.27715057,-0.009771954,0.015553759,-0.13841021,0.052567963,-0.03138516,0.000999287,-0.18185064,-0.13710813,0.18838583,0.010712354,-0.011306483,-0.0727055,-0.057896815,-0.012711983,-0.001173635,0.052524503,0.10789265,-0.11138557,-0.0799424,-0.004035413,-0.038069066,0.021458406,0.10097003,-0.10053073,-0.15974668,0.007145955,-0.019219229,-0.09033289,0.11149609,0.06618523,-0.045762554,0.040226884,-0.053923,0.13341457,0.020523777,-0.012239304,0.018113391,0.038567863,-0.074088894,-0.26277786,-0.26347998,0.10175528,0.014925862,0.24160382,-0.12513621,-0.047146976,0.1531434,0.044065908,-0.02613476,0.03143219,-0.1210776,0.07494147,-0.026193375,0.001296726,0.2379918,-0.16920426,0.18949625,-0.07153534,-0.09684088,0.023559866,0.055099018,0.2888252,0.3108065,-0.109322324,-0.065885656,-0.03934937,-0.046894662,0.041037858,-0.22973052,0.03567346,0.1699527,0.07025218,0.045474496,-0.102065355,0.039964177,0.840304146]",0
17-02-20210804-451,"[0.029639063,-0.00901003,-0.012242124,-0.03793958,0.071670696,-0.027530327,0.022110008,-0.016904205,-0.07376975,-0.021819424,0.020725738,0.030761112,0.10029955,0.134938,0.06996706,0.017704006,0.15727712,-0.07795435,0.021102332,0.03097038,-0.002018292,-0.071009204,0.02039516,-0.12139165,-0.010494433,-0.08391518,0.031741843,-0.034187224,-0.023857936,-0.10762249,-0.09037307,0.11123616,0.0544157,0.16626102,0.0207672,-0.04671131,-0.15496334,-0.16963603,0.15811384,0.05515634,0.007794491,0.04328755,-0.10095845,-0.02426615,-0.014029949,-0.038216583,-0.056246005,0.003474339,-0.13529682,0.012181106,0.046079196,-0.115941204,-0.20311914,0.001881184,0.05666956,-0.014369982,0.049584784,0.016912958,0.06340018,-0.15242894,-0.026570847,0.14533277,-0.013050014,0.006419765,-0.042134997,-0.034072187,-0.06144333,-0.0798757,0.001407526,0.01830029,-0.039072067,-0.06502298,0.053329654,0.013897945,0.03367254,0.008688068,-0.03142702,-0.16561024,-0.03648958,-0.07298596,-0.12000464,0.03106188,-0.036951333,0.005788625,-0.025445208,0.025728602,0.098801814,0.07139852,-0.042668834,-0.07112104,-0.09132014,-0.090278685,-0.111309245,-0.1368011,0.010093285,0.05787661,0.13471067,-0.08321538,-0.06983369,0.092362635,0.08146242,-0.00182653,0.051666975,-0.08962435,-0.003210438,-0.035074897,-0.008943906,0.13818026,-0.10155012,0.15750031,-0.058082156,-0.052380115,-0.020319307,0.018848745,0.04058078,0.23258916,0.011328711,-0.034818042,-0.13596207,0.006804813,0.044278875,-0.081063345,-0.05321548,0.11355096,0.028664783,0.05249865,0.027650805,0.0290862,0.210940547]",0
17-02-20210805-453,"[-0.008134296,-0.0435011,0.005710262,-0.007023178,0.1246417,-0.028097402,0.03765188,-0.002565126,-0.058963165,0.02684684,0.05400472,0.022111133,0.09302008,0.20323266,0.032097608,0.061053395,0.14733052,-0.08722749,0.019481473,0.051199403,0.02483132,-0.001533776,0.05997306,-0.122427374,0.031250555,-0.07099889,0.020585557,-0.018934201,-0.034705,-0.09531967,-0.07864887,0.07537176,0.052767053,0.1364842,-0.05060083,-0.0318695,-0.15930623,-0.15914607,0.13503596,0.06571555,0.04206077,0.03814434,-0.05742789,0.05643849,0.018786464,-0.005443917,0.014603333,0.035537362,-0.0668839,-0.006836326,-0.02265458,-0.12482071,-0.13841617,0.009655058,-0.003344922,0.011850816,0.0033382,0.04264979,0.01836572,-0.1704784,0.015563398,0.14478962,-0.04632759,0.025149914,0.02990226,-0.021266706,-0.012038391,-0.034014586,0.004536141,-0.003332044,-0.05703703,-0.13347317,0.07772625,-0.009029272,0.09980635,-0.04925846,-0.06977243,-0.053602878,0.009755894,-0.029242534,-0.07676014,0.011636645,-0.042044714,0.03526241,-0.030015502,-0.012762047,0.053214774,0.048599347,-0.07099904,-0.030813448,-0.06682193,-0.07019389,-0.12505299,-0.12923199,0.00383903,0.065666184,0.1341925,-0.046167307,-0.05993563,0.10042343,0.035209246,0.006625896,-0.017540326,-0.03651461,-0.014134984,-0.05884535,-0.015137015,0.1290825,-0.10334802,0.03241886,-0.05064046,-0.08389809,-0.046206728,-0.002134966,0.004828215,0.17286004,0.023799237,-0.006645434,-0.08330226,-0.003538644,0.022058466,-0.08869618,0.033773243,0.031054977,0.043970425,0.060444754,-0.014608653,0.013631637,-1.913161599]",0
17-02-20210805-455,"[-0.051221322,-0.16951193,-0.3321115,-0.30153838,0.44027668,0.012410701,-0.034849886,-0.087346636,0.17003842,0.21906848,0.17058808,-0.29500964,0.7191237,-0.06318219,-0.025662184,0.5029234,-0.09235831,-0.4087027,-0.045039766,0.18009695,0.19314481,-0.2894499,0.07266141,-0.23761104,-0.058910795,-0.20683017,-0.4674497,-0.40769252,0.20151508,-0.000169547,-0.31541237,0.00050793,-0.2936861,-0.04441555,-0.20971607,0.26981544,-0.47273964,0.06255694,-0.12907371,-0.052045636,0.08549335,-0.01080526,0.29115725,-0.13423216,-0.108285286,0.0773586,0.28266755,0.06554609,-0.20079434,0.24416342,-0.21301655,-0.3584707,0.2792527,0.063968,0.054036867,0.56811196,-0.0470311,0.05974696,0.023585455,-0.17123166,0.18109182,-0.13184406,-0.24961637,-0.06413233,0.087768264,-0.07465657,0.5349037,-0.19321083,0.0653306,0.06643249,0.06766062,-0.4874439,0.1637331,0.41721123,0.044433754,-0.24477047,-0.08162809,0.30091196,0.13332799,-0.24222805,0.112506956,0.11498137,0.05271882,0.045747515,-0.3671959,-0.012985561,0.26138166,0.38855532,-0.011350871,-0.49523968,-0.15452817,-0.17922537,0.06285092,-0.003598357,-0.1603552,-0.077821225,-0.13243796,0.22227742,-0.0454252,0.07436807,0.24219601,0.24658562,-0.23490432,0.17068543,-0.07648042,0.17773713,-0.07042769,0.026955513,0.19717471,-0.18164822,0.028795106,0.21388786,-0.3707616,-0.09802966,-0.15009986,-0.15067455,0.085013516,0.13320398,-0.4056862,0.16455851,-0.1757586,-0.12932426,-0.028686548,-0.216855,-0.10427468,0.00151583,0.23280375,-0.068327345,0.368281447]",1
17-02-20210805-456,"[-0.028963443,-0.15054785,-0.14549772,-0.1804537,0.40461507,0.027585901,-0.029175371,0.031250734,0.14527862,0.20661378,0.091239676,-0.18032056,0.5501232,0.020687686,-0.036624517,0.39805287,-0.09150933,-0.39374512,-0.113362335,0.09157093,0.1484621,-0.15947467,0.15548058,-0.10810634,-0.045919232,-0.05318158,-0.38520205,-0.33913928,0.13505413,-0.03737639,-0.19819866,0.07918405,-0.24232474,-0.044066977,-0.2009475,0.2097925,-0.37679988,0.12074163,-0.09935627,-0.04012082,0.05112,-0.019757021,0.2813299,-0.02663887,-0.06373603,0.07459728,0.23217157,-0.011526397,-0.2010849,0.25243208,-0.14747263,-0.2968669,0.3236272,0.07764578,0.07513516,0.36496425,-0.083668314,0.025227217,-0.0912116,-0.08190261,0.21569921,-0.1130984,-0.16499239,-0.06445476,0.07464307,-0.009483735,0.31789002,-0.14831582,-0.031824417,0.11672489,-0.036043175,-0.3868154,0.15406694,0.25591916,0.06578256,-0.1482965,-0.029624728,0.13249694,0.10185221,-0.17987913,0.10381672,-0.06147617,0.025257649,0.070483014,-0.3042097,-0.023661677,0.2976061,0.23531096,-0.015730053,-0.3296194,-0.013511296,-0.09043842,0.09366462,0.011522366,-0.08023744,-0.07087893,-0.11761668,0.12255014,-0.07187173,0.03648393,0.11318793,0.15141529,-0.16948575,0.07795373,-0.05526104,0.05753568,0.05797784,0.05963953,0.14695065,-0.19100004,-0.014325211,0.09797899,-0.31136364,0.008094085,-0.2079961,-0.042555757,0.0424359,0.1002005,-0.21976948,0.18602167,-0.08059267,0.014742087,0.012733988,-0.15736611,0.021801852,0.040689547,0.27941933,-0.12082049,0.289610997]",1
17-02-20210805-457,"[-0.073070124,-0.062731646,-0.09659995,-0.09941401,0.1537789,-0.015821565,0.054709606,-0.12176921,-0.05945155,0.04786848,0.06158868,-0.08359714,0.16683231,0.13092436,-0.001336497,0.08763626,0.07322203,-0.17522521,0.02654636,0.06258804,0.08993364,-0.08620186,0.051634334,-0.12232897,-0.009818159,-0.05738263,-0.06072267,-0.115869895,0.061949722,-0.0988691,-0.11068575,0.015320031,-0.056548227,0.08210823,-0.07418455,0.03393195,-0.24074058,-0.06133624,0.07220709,-0.028052479,0.055820495,-0.008128199,0.037444104,-0.015986739,-0.04589874,-0.034562767,0.07689688,0.06335886,-0.06660091,0.075125314,-0.048865296,-0.107776575,-0.04998988,-0.000658922,0.045158196,0.13431948,-0.012179914,0.050483443,0.007637937,-0.12219126,0.022754459,0.05041121,-0.15837905,0.00664863,0.040114425,-0.04095735,0.12568507,-0.06064284,0.07220569,0.030900078,0.02076276,-0.18440802,0.048788637,0.06626391,0.04078247,-0.10012011,-0.040672503,0.004407881,0.05243461,-0.024563408,-0.0462263,0.06595579,-0.017352484,0.01604678,-0.13713384,0.021851812,0.058505923,0.0737452,-0.07169806,-0.13942948,-0.11913549,-0.05156115,-0.025056103,-0.07497596,-0.016890721,0.041271083,0.041165523,-0.022750525,-0.062267885,0.10395977,0.10024305,0.0712779,-0.042175934,-0.01856144,-0.036406584,0.003421079,-0.032140154,0.14584883,-0.04254585,0.002537509,-0.032811455,-0.041602142,-0.08182342,-0.054775096,-0.010058966,0.097492315,0.03323593,0.01043809,-0.20056865,-0.035725765,-0.062519245,-0.08332974,-0.03073551,-0.033858817,0.020251125,0.013795005,0.01992615,-0.029142695,-1.991832049]",0
17-02-20210805-458,"[-0.029492803,0.022393005,-0.01552865,-0.0681979,0.11415003,-0.017336462,0.028191071,-0.07058187,-0.09510172,0.029739702,-0.012605613,-0.040750302,0.16668823,0.19807473,0.015197928,0.06842433,0.12692943,-0.09684005,-0.013193593,0.037329722,0.032036368,-0.01430014,0.043877788,-0.1038801,0.062249742,-0.037044387,-0.007934116,-0.104495585,0.000676989,-0.17579989,-0.112849936,-0.010890416,0.008543136,0.10042257,-0.037732005,-0.035154834,-0.1974255,-0.092471525,0.13564938,0.005533715,0.026507428,0.04756746,-0.034529135,-0.003836515,-0.006096884,-0.03625489,-0.034136817,0.04557333,-0.0944899,0.022855323,-0.039805755,-0.0820738,-0.15080501,0.003506845,0.062486745,0.07571038,-0.001285887,0.002447655,0.007007796,-0.17754668,-0.011450324,0.07410661,-0.03466481,0.053724885,-0.006886815,-0.00769988,0.057246305,-0.049005218,-0.009473918,0.017819798,-0.1160537,-0.14491859,0.042899244,0.012133461,0.014234701,-0.02792128,-0.061956674,-0.03383356,-0.016669452,-0.059616853,-0.10413684,0.09063396,-0.05398255,-0.039937533,-0.010635866,-0.091515884,0.053819634,0.078390844,-0.02161188,-0.06751892,-0.04358655,-0.09448427,-0.06142485,-0.13335878,0.042633638,0.07389196,0.099896796,-0.0784777,-0.053519495,0.147401,0.031189578,0.05140668,-0.021029612,-0.033512965,0.001199675,-0.035778835,0.010530452,0.14100233,-0.07744125,0.03706469,-0.019301204,-0.045046233,-0.055193633,0.020344783,0.08797317,0.17842259,0.023300175,-0.06158915,-0.09611781,-0.000475477,0.005429069,-0.08274077,-0.003583379,0.010722723,0.001039595,0.025750773,-0.020705009,0.009425777,-1.205127551]",0
17-02-20210805-459,"[-0.04460999,-0.08938336,-0.03724185,-0.12941846,0.18950678,-0.039525315,0.01697911,-0.021424703,0.010930227,0.05203867,0.004965639,-0.110559024,0.32762685,0.054783076,0.016658735,0.188567,0.062324665,-0.1559765,0.040470287,0.13744457,0.033107515,-0.052987315,0.07741848,-0.13746624,0.026741369,-0.1506764,-0.034772098,-0.17102364,0.05924973,-0.096236944,-0.16388291,0.07309665,-0.0497772,0.16326386,-0.06385468,-0.002368892,-0.28526184,-0.13418162,0.07779877,0.031604946,0.045894716,-0.03248254,0.006969866,-0.05757588,0.005016019,-0.014882121,0.06315601,0.021397404,-0.044309724,-0.01947179,-0.06201434,-0.1880972,-0.044528052,-0.002248975,0.017191077,0.12867457,0.015416582,0.020370802,0.06782079,-0.19940518,-0.007126451,-0.003425872,-0.12704743,0.012706874,-0.045399196,-0.09266019,0.15772033,-0.056780033,0.057507716,0.014920422,-0.008788671,-0.241372,-0.024556719,0.08368917,0.025811903,-0.055139318,-0.061956547,0.015164399,0.04669427,-0.16603827,-0.004747273,0.15521836,0.040218942,-0.006457407,-0.077020876,-0.06478504,0.11046774,0.16953388,-0.002104373,-0.1655543,-0.042798854,-0.1358159,-0.16567384,-0.111573756,-0.031826332,-0.024468267,0.092148915,0.033642754,-0.056992806,0.121238574,0.14012197,0.060697712,-0.09296174,0.015552345,-0.08698795,0.007404985,-0.008547234,0.13894156,-0.020712426,-0.084610626,-0.008538129,0.07896166,-0.12067097,-0.028319376,0.087148555,0.13208243,0.021648869,-0.020500345,-0.14651585,0.012177764,-0.06679334,-0.18447442,-0.034655053,0.06214595,-0.055144675,0.00801832,-0.004448907,-0.00125865,1.154985945]",1
17-02-20210805-460,"[0.04035512,0.09327924,0.14563744,-0.09592828,-0.05351477,0.043518,-0.03363543,-0.10383373,-0.18865676,-0.091802716,-0.21697299,0.020538937,0.002403922,0.404238,0.046706244,-0.07226366,0.48021713,0.11188177,-0.00933968,0.07293136,-0.22420636,0.094799645,0.020070521,-0.08209281,0.25044322,0.07327707,0.23462996,0.13830121,-0.18311715,-0.43317634,-0.1317359,0.07891983,0.2472276,0.31349316,0.060012024,-0.26468045,-0.2540254,-0.54010165,0.5291628,0.004569822,-0.062705904,0.09482701,-0.36363894,-0.007231961,0.13986604,-0.092948444,-0.29718903,0.05573134,0.026959838,-0.12586471,0.10891757,-0.07988986,-0.65406597,-0.08244904,0.046291407,-0.10829648,0.053151444,-0.033455044,-0.020377118,-0.44073132,-0.06723052,0.28898582,0.06544727,0.009859519,-0.33267352,0.052627303,-0.058151055,0.07241021,0.033981018,0.032681108,-0.35524258,-0.10339422,-0.019436454,-0.1867765,0.11085218,0.2623343,-0.13334823,-0.19689511,0.005492455,0.14748813,-0.1395957,0.31224135,0.11573655,-0.077911034,0.084190585,-0.044116605,-0.004974261,0.005648909,0.06254507,0.2784177,-0.005807601,-0.123312734,-0.4388713,-0.3680701,0.032411776,0.09815193,0.5115009,-0.20956619,-0.0435625,0.13320565,-0.06604247,-0.02279141,0.11695044,-0.13946238,0.041770726,-0.21745159,-0.08117364,0.21304278,-0.2994711,0.22901386,-0.044461563,-0.21580312,0.11044709,0.1229416,0.38318485,0.5683369,-0.17699912,-0.22716877,0.13349858,-0.013676764,0.06817101,-0.30851182,0.07893921,0.22491083,0.10618245,0.15923119,-0.2159901,0.11620013,-1.913161599]",0
17-02-20210805-461,"[-0.044451956,-0.0828887,-0.010072202,-0.17519741,0.15991205,-0.023780707,-0.047925588,-0.05479589,-0.04318928,-0.029356401,0.007908477,-1.75E-05,0.29479375,0.16256267,0.098342136,0.18441355,0.16632205,-0.05979815,0.077435724,0.1444113,-0.10186435,0.008103322,0.10565098,-0.115530536,0.12466855,-0.09415411,0.011877475,-0.14473544,-0.03551231,-0.27475315,-0.1683343,0.095029935,0.083755955,0.17130722,-0.02913488,-0.05363468,-0.23942977,-0.21025704,0.27606753,0.05549608,0.08323433,0.05977503,0.009233939,-0.1078672,0.00432605,-0.035791405,-0.056442,0.037491012,-0.05982312,-0.0570418,-0.02178576,-0.21574315,-0.10095547,0.039583363,0.01764766,0.035572413,0.014747542,-0.10170674,0.064575925,-0.2665889,-0.04714316,0.08835253,-0.049684078,0.041787103,-0.050735556,-0.07994784,0.18960315,-0.04539759,0.14110418,0.07535705,-0.11470641,-0.21944869,-0.012922383,0.05120692,-0.000455341,0.07738632,-0.08179865,-0.047568783,0.04389164,-0.13651867,-0.12632243,0.13678229,0.050565712,0.017294465,0.012396179,-0.086168945,0.11443355,0.11457067,0.044801213,-0.08448941,0.05252093,-0.10538817,-0.118015885,-0.19177634,0.049456134,-0.050485663,0.21513844,-0.03348217,0.003050013,0.10836076,0.19144419,0.0557052,0.036881715,-0.07635162,-0.08631407,-0.017915154,-0.016269222,0.12688895,-0.03004064,0.05728546,-0.040728807,-0.007465636,-0.058346197,0.005659346,0.21537285,0.25966477,-0.045007374,-0.02740264,-0.0601279,0.028731367,0.02948535,-0.21548152,0.07185339,0.077659026,0.05278765,0.086698614,-0.024454745,-0.06445262,0.918974596]",1
17-02-20210806-462,"[0.12132241,-0.06308164,0.32386163,-0.56132585,-0.13946666,0.04085492,-0.030693501,-0.124799006,-0.1438145,-0.27784917,-0.25791964,0.14369103,0.28946403,0.4919091,0.13793412,0.10914403,0.6676247,0.27678353,0.2885079,0.28449246,-0.5257928,0.37899214,0.17112558,-0.1692051,0.31595537,0.020979233,0.26718652,0.110654876,-0.38969755,-0.5459857,0.013684871,0.20139915,0.30203494,0.3979201,0.07980491,-0.1162051,-0.18528281,-0.52544147,0.836123,-0.029707164,0.12807928,-0.034876954,-0.5694202,0.15027687,0.15089336,-0.002143802,-0.41597602,-0.067274466,0.18741567,-0.31391135,0.08339342,-0.11831468,-0.7792343,0.067951925,-0.017759081,-0.082815565,0.071590826,-0.40037563,-0.079802155,-0.76562077,-0.15239157,0.20687285,0.32698277,0.17197563,-0.27721688,0.02206986,-0.124493584,-0.009481353,0.16206238,0.010930639,-0.52568865,-0.1620567,-0.14657673,-0.017197672,0.12345362,0.46806267,-0.2481583,-0.27768996,0.16294052,-0.088523686,-0.18726388,0.5449588,0.10199212,0.10499248,0.124054044,-0.14847332,0.06432499,0.030848129,0.13378368,0.44302395,0.16513835,-0.08235962,-0.5747322,-0.64712423,0.06504429,-0.13218755,0.6312227,-0.4005147,0.018796617,0.20559223,0.11215479,-0.05248831,-0.18406673,-0.09870521,0.005208529,-0.25377408,0.020706398,0.33254308,-0.29343417,0.49621475,0.048822314,-0.21828683,0.1273204,0.09289261,0.6907545,0.71361524,-0.38247496,-0.27960798,0.35373598,-0.088269524,0.16532975,-0.40558425,0.2896817,0.3322167,0.20057452,0.26694813,-0.27712607,0.16812621,0.368281447]",0
17-02-20210901-494,"[-0.06542806,0.07423975,0.13993873,-0.066719376,0.021545999,0.01699913,-0.031220376,-0.1777433,-0.047512002,0.070993215,-0.19638194,0.092419185,0.15042558,0.26721013,0.1931588,0.09664361,0.4125299,0.027072942,0.12865613,0.10479498,-0.18786699,0.11809217,0.10970618,-0.2157817,0.18176365,0.118262164,0.14610162,-0.041435525,-0.1700265,-0.37039295,-0.12838787,0.03140556,0.14790769,0.30556825,-0.020644251,-0.20963643,-0.27774414,-0.4790205,0.48775065,0.04504043,-0.007826813,0.11396855,-0.21111403,0.108547404,0.065663576,-0.055232875,-0.21472144,0.06255058,-0.11064502,-0.09737063,-0.01994394,-0.1036916,-0.51918906,-0.026020663,0.109023996,0.01716895,0.063451305,-0.13957483,-0.04410766,-0.4056556,-0.15541038,0.2162567,0.10741197,0.06687577,-0.17587619,-0.021355573,0.007576697,0.07886965,0.13708362,0.0924616,-0.31596354,-0.14218645,0.005361965,-0.11844669,0.084291995,0.1839302,-0.15228088,-0.20008941,-0.05448652,0.102527134,-0.21762508,0.23393628,0.025672065,0.018324297,0.14971396,-0.03174833,0.17801492,-0.017838215,0.11299523,0.19285037,0.06626808,-0.075076655,-0.38928977,-0.4074214,0.035135984,0.02917252,0.43968168,-0.2040993,-0.08453245,0.24472181,0.026275037,-0.027932366,0.10005618,-0.13906112,0.005345709,-0.13019097,-0.0898898,0.30126336,-0.2783654,0.32827505,-0.063413106,-0.1374307,0.06181386,0.11750435,0.34238753,0.46197993,-0.093501784,-0.10947539,0.12855497,-0.006667996,0.10944765,-0.20656157,0.15947472,0.22169219,0.07554298,0.153483,-0.1362277,-0.00852924,0.446951896]",0
